account_id,account_number_hash,account_type,account_holder_person_id,account_holder_organization_id,financial_institution,branch_code,account_opening_date,account_closing_date,status,source_id,confidence_score,created_at,updated_at
A00674,ACCT2532830904,Savings,,O0304,ICICI Bank,BR5287,2017-10-16,,Active,SRC019,0.95,2026-02-09 04:42:34,2026-04-21 21:02:42
A00675,ACCT9655334930,Current,P03171,,HDFC Bank,BR3365,2023-04-26,,Under Review,SRC011,0.84,2026-05-12 01:27:32,2026-05-15 17:27:32
A00676,ACCT2060041238,Business,,O0321,ICICI Bank,BR4214,2026-02-23,2026-08-26,Active,SRC020,0.97,2024-02-19 10:39:15,2024-09-09 07:03:21
A00677,ACCT4066755308,Current,P00413,,Bank of Baroda,BR6065,2023-04-25,,Under Review,SRC011,0.9,2024-07-27 20:41:45,2025-06-16 13:24:54
A00678,ACCT7354226684,Business,P01849,,Bank of Baroda,BR1695,2021-08-06,,Dormant,SRC002,0.85,2024-11-28 21:35:51,2024-12-08 01:35:51
A00679,ACCT5407208933,Savings,P03786,,State Bank of India,BR6364,2023-10-28,,Closed,SRC017,0.8,2025-12-05 18:18:29,2026-01-02 15:18:29
A00680,ACCT7222405891,Business,P01698,,Axis Bank,BR7249,2020-06-07,,Closed,SRC004,0.99,2025-07-21 10:24:06,2025-08-18 05:24:06
A00681,ACCT8325074536,Savings,P01774,,State Bank of India,BR2261,2025-01-16,,Active,SRC016,0.96,2025-03-26 02:08:31,2025-09-14 10:39:04
A00682,ACCT9726750160,Savings,P02846,,Punjab National Bank,BR8244,2020-03-15,,Active,SRC002,0.97,2025-06-25 06:22:41,2025-06-28 05:22:41
A00683,ACCT6779984072,Savings,P02089,,State Bank of India,BR8181,2023-10-29,,Closed,SRC014,0.9,2025-11-27 01:45:57,2025-12-05 09:45:57
A00684,ACCT4804018906,Business,P02128,,State Bank of India,BR6083,2024-10-18,,Under Review,SRC023,0.93,2025-06-20 07:38:54,2025-11-06 14:27:48
A00685,ACCT5186291066,Savings,,O0232,ICICI Bank,BR4193,2023-06-15,,Active,SRC005,0.81,2024-03-16 05:51:19,2024-04-03 17:51:19
A00686,ACCT9236342062,Savings,P01286,,State Bank of India,BR8798,2019-04-09,,Closed,SRC009,0.88,2024-05-27 16:46:19,2024-06-09 20:46:19
A00687,ACCT3757683274,Business,P01098,,ICICI Bank,BR9156,2018-09-26,,Active,SRC003,0.82,2026-01-06 11:23:06,2026-01-23 06:23:06
A00688,ACCT8808426376,Current,P02838,,Bank of Baroda,BR1366,2018-04-28,,Active,SRC026,0.86,2026-01-29 02:47:48,2026-02-06 13:47:48
A00689,ACCT5225962501,Savings,P00241,,HDFC Bank,BR6003,2025-08-29,,Active,SRC030,0.97,2025-10-06 08:48:44,2025-10-24 11:11:39
A00690,ACCT8587670471,Current,P01525,,Punjab National Bank,BR1360,2017-12-25,2025-06-20,Closed,SRC002,0.86,2026-01-28 06:31:15,2026-02-23 07:31:15
A00691,ACCT5930232245,Current,P03468,,Punjab National Bank,BR4007,2020-11-26,,Under Review,SRC023,0.83,2026-08-23 17:04:09,2026-09-02 14:04:09
A00692,ACCT9413255227,Savings,P01942,,ICICI Bank,BR1957,2021-08-03,,Under Review,SRC002,0.81,2024-03-27 22:15:59,2025-05-19 01:42:33
A00693,ACCT5060983222,Business,P01218,,Axis Bank,BR1851,2016-11-20,,Active,SRC017,0.92,2025-05-09 21:33:59,2026-05-01 23:57:34
A00694,ACCT5409091248,Savings,P01852,,Bank of Baroda,BR8135,2024-10-12,,Active,SRC009,0.81,2025-07-30 11:20:54,2026-03-30 13:19:49
A00695,ACCT4547388397,Current,P03539,,ICICI Bank,BR6560,2019-02-17,,Under Review,SRC023,0.84,2025-09-07 19:56:55,2026-02-11 23:16:33
A00696,ACCT5634246422,Savings,P03287,,State Bank of India,BR3120,2019-07-03,,Dormant,SRC019,0.95,2024-07-30 10:56:55,2025-10-07 03:04:55
A00697,ACCT3176924728,Savings,,O0338,Punjab National Bank,BR1788,2023-09-01,,Active,SRC009,0.81,2024-07-10 18:04:29,2026-06-29 07:57:22
A00698,ACCT1218484340,Savings,P00399,,ICICI Bank,BR9525,2026-04-03,,Dormant,SRC009,0.87,2024-07-06 03:19:03,2026-05-14 03:27:50
A00699,ACCT1325848941,Savings,P00192,,HDFC Bank,BR4083,2021-04-28,,Closed,SRC024,0.93,2025-06-04 16:38:19,2025-06-06 11:38:19
A00700,ACCT8360335695,Current,P00706,,State Bank of India,BR2580,2023-06-15,,Dormant,SRC017,0.99,2026-05-09 16:27:13,2026-05-19 23:27:13
A00701,ACCT7086100591,Savings,,O0350,State Bank of India,BR1050,2026-07-02,,Closed,SRC005,0.92,2026-04-04 14:08:30,2026-04-10 11:08:30
A00702,ACCT8838796304,Current,P00553,,HDFC Bank,BR5251,2021-11-11,,Dormant,SRC024,0.86,2026-03-17 00:53:57,2026-04-15 10:53:57
A00703,ACCT8720842201,Current,P02092,,Punjab National Bank,BR6988,2024-01-25,,Active,SRC022,0.83,2024-04-22 04:16:53,2024-10-01 11:08:10
A00704,ACCT5590629579,Business,P01916,,Axis Bank,BR1419,2024-07-24,,Closed,SRC013,0.83,2026-01-14 04:43:28,2026-08-16 01:41:07
A00705,ACCT7815803618,Business,P01479,,State Bank of India,BR6501,2021-04-04,,Active,SRC010,0.93,2024-06-15 13:52:26,2026-04-23 21:58:13
A00706,ACCT4180717067,Business,P03315,,Axis Bank,BR8646,2018-06-05,,Closed,SRC002,0.81,2026-05-12 04:31:42,2026-05-24 16:31:42
A00707,ACCT2476403659,Current,P01123,,HDFC Bank,BR2064,2025-06-12,,Dormant,SRC025,0.81,2024-03-30 23:08:30,2024-12-10 18:36:37
A00708,ACCT6987938802,Savings,P02580,,HDFC Bank,BR8693,2025-06-24,,Active,SRC006,0.9,2024-02-18 12:09:06,2025-10-20 09:13:19
A00709,ACCT5556338309,Current,P03036,,ICICI Bank,BR7136,2024-03-31,,Dormant,SRC028,0.8,2025-04-14 00:00:47,2026-07-14 20:55:05
A00710,ACCT8900390591,Current,P02264,,Punjab National Bank,BR8301,2026-06-19,,Closed,SRC019,0.96,2024-02-04 16:03:48,2024-07-26 13:20:52
A00711,ACCT7584064731,Savings,,O0435,State Bank of India,BR8840,2021-09-11,,Under Review,SRC027,0.81,2024-03-26 16:11:12,2024-04-14 04:11:12
A00712,ACCT9344916875,Business,P03606,,Axis Bank,BR8166,2017-06-19,,Dormant,SRC029,0.83,2025-12-21 16:18:30,2026-05-02 08:20:13
A00713,ACCT7831464398,Current,P01290,,Bank of Baroda,BR1188,2019-07-18,,Dormant,SRC016,0.96,2026-01-17 11:36:05,2026-01-29 17:36:05
A00714,ACCT6330027081,Current,P00884,,Bank of Baroda,BR9952,2017-09-20,,Under Review,SRC025,0.93,2026-06-23 02:40:57,2026-07-22 14:40:57
A00715,ACCT6154801996,Business,P03367,,State Bank of India,BR1151,2024-08-04,,Active,SRC015,0.81,2025-08-13 06:31:55,2025-10-22 23:19:21
A00716,ACCT4651810016,Current,P01548,,HDFC Bank,BR9225,2021-02-02,,Closed,SRC023,0.95,2024-11-19 07:59:42,2025-07-12 10:51:53
A00717,ACCT5394623983,Current,P01178,,HDFC Bank,BR7830,2023-01-08,2024-12-06,Closed,SRC025,0.93,2025-09-20 13:11:18,2026-01-01 11:25:30
A00718,ACCT9911179318,Business,P03922,,ICICI Bank,BR3076,2022-12-28,,Under Review,SRC005,0.82,2024-04-10 09:12:29,2025-02-16 11:43:16
A00719,ACCT6349119339,Current,P02442,,HDFC Bank,BR7362,2024-04-25,,Under Review,SRC025,0.85,2025-06-11 19:39:17,2025-06-15 04:39:17
A00720,ACCT2115764480,Business,P03410,,Bank of Baroda,BR3833,2018-04-25,,Active,SRC008,0.82,2026-05-21 11:23:31,2026-05-24 22:23:31
A00721,ACCT9739716045,Business,P01386,,Punjab National Bank,BR1111,2026-05-14,2026-07-13,Active,SRC001,0.92,2025-01-01 14:45:31,2026-05-22 07:15:50
A00722,ACCT1154289612,Business,P01365,,HDFC Bank,BR8079,2025-07-15,,Dormant,SRC008,0.82,2025-05-09 17:26:37,2025-06-05 00:26:37
A00723,ACCT8867508015,Current,P03420,,Axis Bank,BR1302,2017-11-13,2025-09-23,Under Review,SRC027,0.87,2026-03-30 01:44:31,2026-04-02 01:44:31
A00724,ACCT3872679997,Business,P02307,,ICICI Bank,BR9643,2022-10-04,,Closed,SRC016,0.91,2024-05-29 14:39:47,2024-06-21 16:39:47
A00725,ACCT6996165953,Current,P02706,,Punjab National Bank,BR9469,2026-01-04,,Dormant,SRC002,0.84,2026-03-10 14:01:58,2026-03-27 22:01:58
A00726,ACCT6041545319,Savings,P03648,,Bank of Baroda,BR2607,2024-12-14,,Under Review,SRC009,0.93,2026-01-01 06:21:45,2026-01-16 01:21:45
A00727,ACCT8576073724,Savings,,O0053,Bank of Baroda,BR5527,2025-08-29,,Dormant,SRC007,0.97,2024-09-27 17:22:18,2026-01-19 18:55:17
A00728,ACCT1952336143,Business,P01153,,Bank of Baroda,BR4660,2026-05-22,,Dormant,SRC020,0.82,2024-03-26 13:35:39,2025-11-07 22:48:05
A00729,ACCT3452913110,Business,P01229,,HDFC Bank,BR4589,2024-10-02,,Dormant,SRC026,0.86,2024-12-31 17:07:03,2025-11-11 17:31:47
A00730,ACCT3909427777,Savings,P02075,,ICICI Bank,BR1025,2020-07-01,,Dormant,SRC018,0.93,2025-05-23 01:19:22,2025-06-15 17:19:22
A00731,ACCT9603454468,Business,P02677,,Axis Bank,BR2213,2023-09-23,,Active,SRC015,0.96,2024-02-28 10:18:41,2024-09-18 04:43:50
A00732,ACCT5614322381,Business,P02315,,Axis Bank,BR8046,2016-09-10,,Under Review,SRC003,0.91,2024-01-06 00:22:49,2024-03-16 09:38:07
A00733,ACCT1856146595,Current,P00405,,Bank of Baroda,BR8239,2021-01-29,,Under Review,SRC014,0.98,2026-05-03 07:01:46,2026-05-23 02:01:46
A00734,ACCT6035134702,Business,P03517,,State Bank of India,BR5892,2024-04-21,,Dormant,SRC021,0.87,2025-11-12 23:32:26,2026-06-16 04:59:51
A00735,ACCT6433452962,Current,P02754,,State Bank of India,BR3398,2018-07-15,,Under Review,SRC029,0.87,2025-09-14 20:48:57,2026-03-24 14:49:51
A00736,ACCT1013733178,Savings,P03580,,ICICI Bank,BR6057,2023-02-03,2026-07-18,Under Review,SRC014,0.83,2025-11-03 05:43:37,2025-11-15 02:43:37
A00737,ACCT6259541378,Business,P02192,,Axis Bank,BR6860,2018-10-23,,Closed,SRC023,0.9,2024-01-16 07:03:27,2025-04-10 02:54:44
A00738,ACCT7515117920,Business,P02541,,Bank of Baroda,BR5909,2025-10-02,,Active,SRC020,0.92,2024-05-07 12:58:46,2025-06-23 12:02:35
A00739,ACCT2675973669,Savings,P02396,,Bank of Baroda,BR6583,2017-04-27,,Under Review,SRC016,0.9,2026-01-06 08:16:56,2026-03-27 22:54:24
A00740,ACCT4373904839,Current,P01600,,HDFC Bank,BR5657,2018-08-24,,Closed,SRC016,0.92,2025-10-09 21:48:00,2025-10-24 10:25:30
A00741,ACCT3727004315,Business,P01521,,HDFC Bank,BR1129,2024-04-01,,Active,SRC012,0.88,2025-12-30 13:24:23,2026-01-18 17:24:23
A00742,ACCT7551901381,Savings,P00557,,ICICI Bank,BR9038,2024-03-02,2024-10-12,Under Review,SRC009,0.86,2024-01-22 17:30:08,2024-04-07 23:12:07
A00743,ACCT5068736210,Business,P00313,,Bank of Baroda,BR6889,2024-11-10,,Active,SRC028,0.96,2025-04-06 22:24:39,2026-01-05 22:56:37
A00744,ACCT3278028184,Current,P02156,,Axis Bank,BR2987,2017-07-16,,Under Review,SRC004,0.87,2026-01-30 07:07:59,2026-02-15 18:25:00
A00745,ACCT6405419683,Savings,,O0365,Punjab National Bank,BR6224,2021-11-05,,Active,SRC025,0.96,2024-03-09 11:13:01,2025-06-29 19:52:51
A00746,ACCT8593080688,Business,P01048,,HDFC Bank,BR3607,2019-05-13,,Active,SRC026,0.89,2026-02-20 17:50:26,2026-03-01 04:50:26
A00747,ACCT4176772157,Savings,P01942,,Bank of Baroda,BR4110,2017-11-07,,Closed,SRC019,0.97,2024-10-19 20:13:21,2024-11-02 20:13:21
A00748,ACCT4023194697,Current,P01819,,Punjab National Bank,BR7430,2018-07-30,2026-07-13,Under Review,SRC007,0.85,2025-12-12 07:32:12,2025-12-16 22:32:12
A00749,ACCT5375630333,Current,P00062,,Axis Bank,BR5756,2025-05-25,,Active,SRC013,0.93,2025-03-16 02:45:39,2026-08-19 20:45:14
A00750,ACCT9387762310,Current,P01572,,Axis Bank,BR9809,2018-01-19,,Under Review,SRC014,0.89,2024-08-16 21:26:10,2024-09-08 18:26:10
A00751,ACCT7969218038,Current,P02746,,Bank of Baroda,BR2713,2020-07-09,,Dormant,SRC013,0.98,2025-06-23 10:09:19,2025-11-10 15:59:16
A00752,ACCT2851904181,Savings,P03918,,HDFC Bank,BR4885,2024-11-25,2026-05-21,Active,SRC018,0.91,2026-02-08 23:29:56,2026-05-06 12:15:20
A00753,ACCT7882799512,Current,P00301,,Bank of Baroda,BR9610,2023-04-07,,Active,SRC003,0.9,2024-09-10 13:31:21,2025-10-30 07:44:05
A00754,ACCT1097310100,Current,P00004,,ICICI Bank,BR6040,2019-03-17,,Under Review,SRC007,0.81,2025-03-28 12:29:25,2026-08-18 17:04:30
A00755,ACCT8232900626,Business,P02603,,ICICI Bank,BR3751,2022-06-07,,Closed,SRC004,0.86,2026-01-13 01:24:02,2026-01-17 18:24:02
A00756,ACCT7743267547,Current,P00497,,State Bank of India,BR6970,2020-04-29,,Under Review,SRC005,0.8,2024-10-01 07:34:08,2025-03-13 02:19:57
A00757,ACCT4976533444,Savings,P01328,,Bank of Baroda,BR1988,2020-06-18,,Active,SRC008,0.82,2024-11-29 03:16:22,2024-12-01 01:16:22
A00758,ACCT6501372456,Business,P02334,,HDFC Bank,BR7638,2026-02-14,2025-02-15,Under Review,SRC030,0.83,2024-01-12 16:39:29,2025-07-16 20:24:29
A00759,ACCT1568750302,Savings,P03209,,Bank of Baroda,BR3504,2018-08-16,,Active,SRC011,0.93,2025-10-23 20:12:28,2026-01-09 09:12:54
A00760,ACCT1611865160,Current,P01384,,Axis Bank,BR4732,2021-01-21,,Active,SRC005,0.93,2026-01-12 12:49:59,2026-01-25 13:42:28
A00761,ACCT1370430488,Business,P02854,,Axis Bank,BR4805,2021-06-11,,Under Review,SRC021,0.82,2024-06-22 21:18:38,2026-03-04 14:59:57
A00762,ACCT5521180668,Current,P02846,,Axis Bank,BR9442,2017-01-09,,Dormant,SRC019,0.87,2024-02-15 21:30:01,2025-09-14 21:07:38
A00763,ACCT4579764118,Current,P03693,,ICICI Bank,BR6933,2018-02-20,,Dormant,SRC029,0.87,2025-02-24 14:01:50,2026-01-25 05:55:36
A00764,ACCT8211245276,Current,P01653,,HDFC Bank,BR5082,2022-06-15,,Under Review,SRC010,0.82,2024-12-08 19:24:11,2024-12-21 19:24:11
A00765,ACCT4335346908,Current,P02099,,Punjab National Bank,BR8182,2016-10-11,,Active,SRC001,0.82,2025-02-18 19:03:19,2025-11-02 07:06:41
A00766,ACCT8078035256,Business,P02405,,Punjab National Bank,BR7058,2022-07-28,,Under Review,SRC028,0.94,2026-02-11 11:27:16,2026-05-11 04:28:53
A00767,ACCT9389598158,Savings,,O0324,Bank of Baroda,BR8205,2018-03-05,,Dormant,SRC005,0.86,2024-12-21 10:46:12,2026-05-15 05:48:46
A00768,ACCT2292396951,Current,,O0268,State Bank of India,BR9238,2019-09-24,2026-07-02,Active,SRC013,0.85,2026-06-24 20:41:21,2026-07-14 19:41:21
A00769,ACCT2664267768,Current,,O0329,State Bank of India,BR8262,2020-09-10,,Under Review,SRC016,0.86,2024-11-19 17:19:49,2024-11-22 09:19:49
A00770,ACCT5307449995,Business,P02723,,HDFC Bank,BR7921,2022-06-19,,Closed,SRC021,0.99,2026-04-19 08:58:10,2026-04-24 17:58:10
A00771,ACCT9973094040,Savings,P00373,,HDFC Bank,BR1159,2017-04-09,,Active,SRC018,0.85,2025-06-13 16:21:39,2026-04-14 09:06:21
A00772,ACCT5596989300,Business,P01443,,HDFC Bank,BR1102,2021-08-11,,Active,SRC006,0.93,2025-05-06 05:49:56,2025-05-28 18:49:56
A00773,ACCT3623444070,Business,P01645,,Axis Bank,BR7391,2022-05-12,,Active,SRC009,0.87,2025-04-16 08:57:58,2025-05-16 06:57:58
A00774,ACCT9356675033,Business,P00197,,Punjab National Bank,BR6492,2018-04-21,,Active,SRC009,0.83,2024-12-10 00:07:45,2026-03-10 04:30:19
A00775,ACCT2683007120,Current,,O0432,Bank of Baroda,BR9474,2023-02-04,,Under Review,SRC002,0.83,2024-01-17 00:34:23,2024-04-17 02:09:33
A00776,ACCT2697272106,Current,P01899,,Punjab National Bank,BR7640,2018-11-13,,Dormant,SRC016,0.85,2024-11-26 15:42:59,2026-06-09 23:32:08
A00777,ACCT1823721122,Current,P02121,,HDFC Bank,BR7502,2025-01-02,,Active,SRC012,0.92,2025-08-01 17:43:27,2025-08-05 08:43:27
A00778,ACCT4999191270,Savings,P02311,,State Bank of India,BR2912,2024-10-30,,Under Review,SRC027,0.86,2026-02-22 14:56:24,2026-03-09 18:56:24
A00779,ACCT8190804221,Business,P02154,,State Bank of India,BR6599,2020-06-27,,Under Review,SRC008,0.81,2024-05-20 10:03:05,2026-06-06 06:58:18
A00780,ACCT2991548932,Savings,P01793,,Punjab National Bank,BR6977,2019-08-16,,Active,SRC011,0.86,2026-06-08 23:48:20,2026-06-27 09:48:20
A00781,ACCT1136515088,Savings,P01976,,State Bank of India,BR6727,2020-04-07,,Dormant,SRC023,0.81,2025-11-27 13:51:40,2025-11-30 01:51:40
A00782,ACCT2425866193,Business,P02856,,HDFC Bank,BR3557,2026-05-22,,Closed,SRC013,0.86,2025-09-17 14:31:40,2026-03-13 03:58:12
A00783,ACCT5248527197,Savings,,O0156,Axis Bank,BR9018,2017-02-02,,Active,SRC020,0.94,2024-08-17 14:49:09,2024-09-04 14:49:09
A00784,ACCT2270321583,Business,P00321,,ICICI Bank,BR9557,2022-01-14,2026-06-28,Dormant,SRC009,0.84,2024-07-08 12:10:09,2025-02-22 21:32:07
A00785,ACCT7231969608,Business,P00542,,ICICI Bank,BR8450,2025-06-11,,Under Review,SRC023,0.93,2025-03-08 08:37:05,2025-04-02 11:37:05
A00786,ACCT6993463238,Savings,P03452,,HDFC Bank,BR8272,2025-04-06,,Under Review,SRC024,0.94,2026-03-05 06:59:56,2026-03-05 14:59:56
A00787,ACCT6844878053,Current,P00803,,Bank of Baroda,BR6331,2020-10-17,,Under Review,SRC020,0.88,2025-01-11 09:54:25,2025-02-14 16:44:41
A00788,ACCT5597354387,Business,P03097,,ICICI Bank,BR8145,2024-11-09,,Active,SRC027,0.82,2026-02-19 14:53:10,2026-02-22 11:53:10
A00789,ACCT7216336891,Current,P03565,,Axis Bank,BR9147,2018-09-07,,Active,SRC021,0.91,2026-01-04 09:15:02,2026-03-14 05:20:07
A00790,ACCT5110978547,Business,P00830,,Bank of Baroda,BR4888,2025-03-30,,Closed,SRC030,0.9,2024-03-05 03:30:40,2024-10-15 02:56:24
A00791,ACCT3229202147,Current,P00950,,State Bank of India,BR4342,2021-11-05,,Closed,SRC024,0.95,2025-09-26 18:37:47,2026-04-26 10:04:42
A00792,ACCT6883638531,Savings,P00959,,State Bank of India,BR1868,2025-11-26,,Under Review,SRC014,0.88,2025-08-18 21:27:28,2025-08-30 06:27:28
A00793,ACCT1631358765,Current,P03138,,ICICI Bank,BR2106,2016-10-13,,Under Review,SRC013,0.93,2024-08-09 01:23:03,2025-05-23 02:54:04
A00794,ACCT9875257337,Business,P02223,,HDFC Bank,BR1374,2024-02-28,,Under Review,SRC017,0.94,2026-06-13 11:54:49,2026-07-07 17:54:49
A00795,ACCT5232119267,Current,P00700,,HDFC Bank,BR6833,2023-07-22,,Dormant,SRC010,0.92,2026-01-16 11:27:55,2026-01-30 01:27:55
A00796,ACCT4001374248,Savings,P03827,,HDFC Bank,BR9881,2022-06-24,,Closed,SRC005,0.81,2025-04-30 12:55:25,2025-08-23 00:14:10
A00797,ACCT7616145943,Current,P00475,,Bank of Baroda,BR6451,2018-04-14,,Active,SRC029,0.99,2025-04-20 07:22:35,2025-05-07 15:22:35
A00798,ACCT5029899681,Current,P02943,,State Bank of India,BR6075,2021-11-17,,Under Review,SRC015,0.83,2024-12-14 09:26:13,2025-08-02 05:47:53
A00799,ACCT1235538813,Business,P02933,,Bank of Baroda,BR9827,2022-10-15,2026-04-02,Dormant,SRC017,0.93,2025-03-05 22:40:15,2025-11-10 22:35:36
A00800,ACCT1725769609,Current,P01003,,State Bank of India,BR5636,2017-02-07,2025-12-15,Active,SRC001,0.83,2024-08-31 15:12:08,2024-09-23 14:12:08
A00801,ACCT7368373520,Savings,P01079,,ICICI Bank,BR4425,2023-03-16,,Active,SRC013,0.92,2024-07-06 04:35:45,2026-05-24 04:38:06
A00802,ACCT4659096979,Current,P02183,,Bank of Baroda,BR8064,2024-12-31,,Dormant,SRC003,0.85,2025-04-15 09:46:10,2026-08-08 22:39:16
A00803,ACCT9390990755,Business,P02395,,Axis Bank,BR3224,2021-07-03,,Dormant,SRC030,0.97,2024-01-12 07:47:05,2025-03-01 16:27:03
A00804,ACCT3028487018,Savings,P00781,,Axis Bank,BR4863,2020-11-03,,Closed,SRC008,0.98,2024-06-09 10:33:31,2025-05-19 17:59:05
A00805,ACCT4134114426,Savings,P00424,,Axis Bank,BR3583,2019-01-12,,Closed,SRC028,0.95,2025-07-28 16:24:08,2025-10-04 11:48:11
A00806,ACCT1087875862,Business,P03075,,HDFC Bank,BR3087,2017-01-26,,Active,SRC019,0.99,2026-04-16 02:17:47,2026-04-22 02:17:47
A00807,ACCT8480367038,Business,P01296,,ICICI Bank,BR5647,2020-04-19,,Active,SRC009,0.82,2024-12-16 09:36:24,2026-07-17 18:38:48
A00808,ACCT3224742522,Current,P02305,,ICICI Bank,BR3189,2018-01-04,,Active,SRC011,0.84,2024-11-21 15:08:20,2024-11-30 14:43:43
A00809,ACCT5048265253,Savings,P01309,,HDFC Bank,BR5277,2024-12-09,,Under Review,SRC026,0.88,2025-08-02 18:16:20,2025-08-14 17:16:20
A00810,ACCT7387609295,Current,P02226,,Axis Bank,BR3928,2023-12-16,,Closed,SRC014,0.98,2025-01-07 00:46:08,2025-08-29 04:55:16
A00811,ACCT5738356185,Business,P00555,,Punjab National Bank,BR4795,2025-08-19,2024-09-08,Active,SRC009,0.98,2026-03-03 14:50:56,2026-03-31 14:02:25
A00812,ACCT3640710239,Business,,O0305,Punjab National Bank,BR9857,2024-02-22,,Under Review,SRC028,0.8,2025-06-19 00:36:20,2025-06-29 20:36:20
A00813,ACCT8469153083,Business,,O0500,Axis Bank,BR5499,2023-02-04,,Active,SRC003,0.88,2024-03-05 17:23:33,2024-10-20 19:24:39
A00814,ACCT8752165769,Current,P02866,,HDFC Bank,BR6026,2023-10-04,2025-02-18,Dormant,SRC023,0.84,2025-05-05 08:02:14,2025-05-08 03:02:14
A00815,ACCT3940350528,Current,P01091,,Axis Bank,BR8184,2017-07-24,,Active,SRC007,0.85,2025-07-22 04:14:33,2025-08-19 02:14:33
A00816,ACCT4664470589,Business,P02036,,HDFC Bank,BR2753,2026-06-22,,Dormant,SRC014,0.81,2024-04-28 07:39:49,2026-05-30 10:51:33
A00817,ACCT3538036854,Savings,P02074,,HDFC Bank,BR8970,2025-05-15,,Dormant,SRC006,0.85,2024-02-03 09:57:25,2026-03-21 10:53:02
A00818,ACCT4053422372,Business,P00713,,ICICI Bank,BR9900,2017-03-28,,Under Review,SRC016,0.99,2025-05-06 16:16:37,2026-06-20 15:38:28
A00819,ACCT4224152624,Business,,O0142,ICICI Bank,BR1038,2020-06-26,,Under Review,SRC001,0.96,2025-09-12 17:51:55,2025-10-07 21:51:55
A00820,ACCT5523480789,Savings,P03571,,HDFC Bank,BR3412,2024-02-23,,Under Review,SRC016,0.98,2025-09-10 08:41:27,2025-09-23 15:41:27
A00821,ACCT5334185106,Business,P03596,,Punjab National Bank,BR8084,2023-03-12,,Under Review,SRC007,0.96,2026-07-22 20:56:29,2026-08-16 19:56:29
A00822,ACCT8776129355,Savings,P02464,,Bank of Baroda,BR5378,2016-12-28,,Under Review,SRC001,0.83,2025-05-31 22:56:26,2025-06-17 22:11:06
A00823,ACCT8433110178,Current,P01643,,Axis Bank,BR1652,2022-06-19,,Active,SRC016,0.86,2026-08-04 05:04:28,2026-08-20 01:04:28
A00824,ACCT2631264757,Current,P02489,,Punjab National Bank,BR1896,2020-08-15,2025-01-08,Closed,SRC002,0.97,2024-12-14 08:37:25,2024-12-26 21:21:19
A00825,ACCT6562510119,Current,P00649,,ICICI Bank,BR9651,2020-05-13,,Dormant,SRC023,0.81,2025-12-22 23:30:04,2026-01-19 17:30:04
A00826,ACCT8272690748,Savings,P03245,,HDFC Bank,BR5816,2021-09-27,,Closed,SRC007,0.87,2025-07-20 11:05:48,2025-10-05 16:30:16
A00827,ACCT7469171209,Current,,O0478,Axis Bank,BR6042,2021-09-04,,Under Review,SRC028,0.98,2024-05-13 07:55:32,2024-08-02 06:20:50
A00828,ACCT5924790666,Business,P01990,,Axis Bank,BR9721,2022-07-29,,Active,SRC014,0.95,2026-06-25 18:01:54,2026-07-09 23:01:54
A00829,ACCT4398640402,Current,,O0233,State Bank of India,BR4754,2021-08-10,,Dormant,SRC002,0.88,2025-01-28 21:26:02,2025-05-31 02:33:58
A00830,ACCT8321794529,Current,P03053,,Punjab National Bank,BR9104,2026-06-04,,Closed,SRC026,0.89,2025-07-22 19:05:01,2026-08-03 06:36:46
A00831,ACCT3771079306,Business,P00343,,State Bank of India,BR3614,2023-07-01,,Under Review,SRC003,0.84,2025-10-27 08:08:05,2026-08-25 13:04:44
A00832,ACCT1897938064,Business,P00976,,ICICI Bank,BR8223,2025-07-08,,Dormant,SRC012,0.81,2024-01-29 06:03:44,2026-04-14 15:43:28
A00833,ACCT4142520978,Current,P02572,,HDFC Bank,BR7029,2021-08-08,,Closed,SRC001,0.91,2026-05-05 02:48:03,2026-05-27 03:48:03
A00834,ACCT3725395394,Savings,P03964,,State Bank of India,BR2406,2022-03-04,,Active,SRC018,0.81,2024-07-21 05:00:03,2026-05-08 11:06:07
A00835,ACCT3227875129,Business,,O0296,Punjab National Bank,BR1359,2017-04-27,,Active,SRC004,0.86,2024-06-23 14:53:26,2025-10-04 09:58:59
A00836,ACCT4659702366,Savings,P03782,,Axis Bank,BR4643,2025-01-14,,Active,SRC020,0.95,2025-09-20 17:27:22,2025-09-27 11:27:22
A00837,ACCT4846285393,Business,P02540,,ICICI Bank,BR8668,2021-10-24,,Closed,SRC028,0.9,2024-08-10 14:07:53,2026-03-26 10:59:10
A00838,ACCT6376313776,Current,,O0046,Punjab National Bank,BR9233,2026-08-10,,Dormant,SRC007,0.9,2024-07-01 22:02:53,2025-10-27 11:57:16
A00839,ACCT8453563696,Savings,P00746,,State Bank of India,BR6127,2022-10-05,,Active,SRC021,0.85,2024-07-01 17:48:26,2025-04-24 01:53:23
A00840,ACCT5030669624,Current,P00926,,HDFC Bank,BR7967,2021-05-15,,Dormant,SRC011,0.82,2026-05-19 11:45:26,2026-05-30 18:45:26
A00841,ACCT3473602204,Savings,P02715,,State Bank of India,BR2644,2024-05-14,,Dormant,SRC028,0.92,2026-01-17 20:07:13,2026-01-25 08:07:13
A00842,ACCT3764166191,Current,P02071,,ICICI Bank,BR9436,2025-02-07,,Active,SRC009,0.86,2026-04-22 16:00:20,2026-05-08 04:00:20
